denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.140000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.437022290223936, 0.0831, 34.901700019836426)
(1, 72.017530088550529, 0.0649, 69.5753448009491)
(2, 69.602659278762232, 0.0616, 104.52373886108398)
(3, 68.282902648019643, 0.0538, 139.38090181350708)
(4, 67.431602058074404, 0.0544, 174.24689292907715)
(5, 66.929183480414537, 0.0547, 209.21338486671448)
(6, 66.488533537650113, 0.0479, 243.66678285598755)
(7, 66.209332416345873, 0.0445, 278.6245028972626)
(8, 65.906151829319001, 0.045, 313.49590492248535)
(9, 65.738207319250961, 0.0443, 348.4295918941498)
(10, 65.562895253380987, 0.0457, 383.2429039478302)
(11, 65.403122104794491, 0.0411, 417.9807608127594)
(12, 65.293516811885965, 0.0423, 452.89875388145447)
(13, 65.202216946928829, 0.0439, 487.4668378829956)
(14, 65.066148008830453, 0.0387, 522.3034060001373)
(15, 65.017069181131816, 0.0426, 556.9025719165802)
(16, 64.902189386261853, 0.0383, 591.8532609939575)
(17, 64.869669016824588, 0.0407, 626.6761968135834)
(18, 64.799404244420614, 0.0389, 661.3241558074951)
(19, 64.72769583677362, 0.0368, 696.2323589324951)
done.
