denoising autoencoder, full feedback
epochs = 20
hiddens = 200
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 89.309249790720514, 0.0975, 42.650455951690674)
(1, 77.970800667219592, 0.0877, 83.87418007850647)
(2, 75.053232372465487, 0.0812, 126.6997320652008)
(3, 73.337204817075218, 0.0797, 168.95135712623596)
(4, 72.257856404791767, 0.0768, 211.84204006195068)
(5, 71.485436278205611, 0.0749, 255.40146613121033)
(6, 70.99122590691843, 0.0736, 296.8964309692383)
(7, 70.619852529709419, 0.0705, 338.92016792297363)
(8, 70.312768480358272, 0.0753, 381.08729004859924)
(9, 70.045082686583342, 0.0757, 421.5521240234375)
(10, 69.836777409329031, 0.0753, 465.0389311313629)
(11, 69.628861675944918, 0.0749, 507.01294708251953)
(12, 69.45175593708656, 0.0754, 550.8398780822754)
(13, 69.30894095536577, 0.0722, 592.635987997055)
(14, 69.147013631253557, 0.0728, 637.229898929596)
(15, 69.082956741408623, 0.0725, 680.1886019706726)
(16, 68.966683578925966, 0.0711, 721.7136719226837)
(17, 68.882835340406089, 0.0703, 764.5850710868835)
(18, 68.834327555985581, 0.0712, 807.1867620944977)
(19, 68.741342164143745, 0.0709, 849.1147000789642)
done.
