denoising autoencoder, full feedback
epochs = 20
hiddens = 300
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 85.105994814282013, 0.0907, 33.48107600212097)
(1, 75.393375013523823, 0.0818, 66.89036798477173)
(2, 72.531023800649763, 0.0716, 98.91735601425171)
(3, 70.914499990070524, 0.0717, 130.6899290084839)
(4, 69.823587726864218, 0.0702, 162.2918779850006)
(5, 69.146168253497351, 0.0687, 193.55501985549927)
(6, 68.677543077489545, 0.0674, 225.36192798614502)
(7, 68.28539745035107, 0.059, 257.49642395973206)
(8, 67.944654014363408, 0.0623, 289.6096580028534)
(9, 67.729703632833846, 0.0609, 320.31363582611084)
(10, 67.531469205707609, 0.0629, 352.1109459400177)
(11, 67.395398551500762, 0.0626, 384.25357484817505)
(12, 67.242991487311656, 0.0626, 416.980103969574)
(13, 67.102748888561194, 0.0607, 448.36456203460693)
(14, 67.039623091661994, 0.0628, 480.50430393218994)
(15, 66.92039451382044, 0.059, 512.5689978599548)
(16, 66.819223065053322, 0.0565, 544.2075729370117)
(17, 66.717240420648196, 0.0614, 574.4166748523712)
(18, 66.687641814369755, 0.0591, 606.8961718082428)
(19, 66.618669835595966, 0.0543, 639.0217599868774)
done.
