denoising autoencoder, full feedback
epochs = 20
hiddens = 100
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 100.68966652396455, 0.1044, 12.60483193397522)
(1, 86.82807854080238, 0.0965, 25.417557954788208)
(2, 83.985403892070352, 0.0936, 38.52170205116272)
(3, 82.235256891494188, 0.0941, 51.633880853652954)
(4, 81.051376052065166, 0.09, 65.07863092422485)
(5, 80.152589833514426, 0.089, 78.37869501113892)
(6, 79.477371642607636, 0.0916, 91.96509504318237)
(7, 78.890897719555085, 0.0886, 105.87226796150208)
(8, 78.329801108547514, 0.089, 118.49133706092834)
(9, 77.97920380355167, 0.088, 131.74401092529297)
(10, 77.712874967475855, 0.0875, 144.13013100624084)
(11, 77.532189686753838, 0.0889, 157.4656310081482)
(12, 77.324642963989973, 0.0853, 170.30495285987854)
(13, 77.187642740390174, 0.0858, 183.69534397125244)
(14, 76.997961804190467, 0.0846, 197.082692861557)
(15, 76.840682319344495, 0.084, 209.9871199131012)
(16, 76.73304847713689, 0.0828, 222.7013258934021)
(17, 76.608288291954949, 0.0822, 235.49480891227722)
(18, 76.543114068389571, 0.0836, 247.8805549144745)
(19, 76.396244095892399, 0.0832, 260.8200750350952)
done.
