denoising autoencoder, full feedback
epochs = 20
hiddens = 300
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 85.183604008894463, 0.0934, 20.78282594680786)
(1, 75.426662725599371, 0.0783, 41.92242193222046)
(2, 72.590224505776817, 0.0725, 62.733144998550415)
(3, 70.930357938306813, 0.071, 83.50810289382935)
(4, 69.860035235822579, 0.068, 104.28472995758057)
(5, 69.154698654229264, 0.0675, 125.11264085769653)
(6, 68.666785279010242, 0.0661, 145.91723084449768)
(7, 68.319321060204103, 0.0656, 166.9343068599701)
(8, 68.039832843751668, 0.0645, 187.74201583862305)
(9, 67.730049680424244, 0.0667, 208.68979597091675)
(10, 67.596498298963155, 0.0624, 229.44867587089539)
(11, 67.438787570000528, 0.063, 250.53828501701355)
(12, 67.276328556123744, 0.0621, 271.2662138938904)
(13, 67.148130360287468, 0.0589, 292.36308789253235)
(14, 67.071537878401642, 0.0613, 313.4682469367981)
(15, 66.966154297814299, 0.0595, 334.1910638809204)
(16, 66.853592396847148, 0.0592, 354.8170828819275)
(17, 66.788713660980008, 0.0597, 375.354416847229)
(18, 66.716825501110847, 0.062, 395.9592399597168)
(19, 66.695967205282841, 0.059, 416.5004289150238)
done.
