denoising autoencoder, full feedback
epochs = 30
hiddens = 1000
learning_rate = 0.050000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 81.839290486320181, 0.0995, 59.12372303009033)
(1, 74.731789169501994, 0.0884, 117.95555400848389)
(2, 72.656507848245468, 0.0815, 177.09314608573914)
(3, 71.116041730180896, 0.0737, 236.1350929737091)
(4, 69.882012256561353, 0.0691, 295.3447940349579)
(5, 68.997371023167858, 0.064, 354.53734707832336)
(6, 68.276582813117869, 0.0617, 413.7139141559601)
(7, 67.730755503152679, 0.0616, 473.10378313064575)
(8, 67.309327022740106, 0.0556, 532.257374048233)
(9, 66.940986084937023, 0.0547, 591.4184761047363)
(10, 66.634133621394923, 0.0541, 650.7837591171265)
(11, 66.335572704106085, 0.0531, 709.9037981033325)
(12, 66.134735787540379, 0.0523, 769.1129739284515)
(13, 65.882534993089777, 0.0513, 828.3386650085449)
(14, 65.698172490220259, 0.0513, 887.5772521495819)
(15, 65.550367302993408, 0.049, 946.7039301395416)
(16, 65.432245578921211, 0.05, 1005.825031042099)
(17, 65.263167452159408, 0.0484, 1064.9363870620728)
(18, 65.145772150097983, 0.0463, 1124.1080379486084)
(19, 65.02564124071678, 0.0467, 1183.2981669902802)
(20, 64.951603703475854, 0.0473, 1242.32821393013)
(21, 64.856529433412874, 0.0449, 1301.5022649765015)
(22, 64.780218609896195, 0.0442, 1360.7505340576172)
(23, 64.72768194109679, 0.0443, 1420.1348340511322)
(24, 64.662518820451922, 0.041, 1479.45437002182)
(25, 64.535253147558279, 0.043, 1538.6306500434875)
(26, 64.487380134323743, 0.0416, 1597.8340981006622)
(27, 64.429506272384657, 0.0417, 1657.2985920906067)
(28, 64.371371139295519, 0.0438, 1716.572100162506)
(29, 64.315567800664766, 0.0401, 1775.8981580734253)
done.
