denoising autoencoder, full feedback
epochs = 20
hiddens = 300
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 85.068593489224952, 0.0911, 31.548449993133545)
(1, 75.315378834428103, 0.0796, 64.69575095176697)
(2, 72.527808043117304, 0.076, 96.12121295928955)
(3, 70.87617249316115, 0.0771, 129.91142082214355)
(4, 69.852732218204139, 0.0699, 162.03484797477722)
(5, 69.148680132472222, 0.0697, 195.89931297302246)
(6, 68.691292425467736, 0.0667, 228.60082483291626)
(7, 68.301063342750936, 0.0643, 261.60579895973206)
(8, 68.006733060477742, 0.0671, 294.1990280151367)
(9, 67.78587829094549, 0.0635, 326.6933310031891)
(10, 67.567040556270726, 0.062, 360.6939709186554)
(11, 67.4547206359142, 0.0637, 393.42145681381226)
(12, 67.30718656534296, 0.0602, 427.0485529899597)
(13, 67.230718604798597, 0.0573, 459.5885999202728)
(14, 67.04936202873759, 0.062, 491.88577795028687)
(15, 66.953658177938379, 0.0624, 525.5035338401794)
(16, 66.888346642253381, 0.0622, 557.5233600139618)
(17, 66.784532637197316, 0.0609, 590.2460780143738)
(18, 66.752162019341057, 0.0617, 622.7567179203033)
(19, 66.679841247191206, 0.0594, 656.3224840164185)
done.
