denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.250000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.315312667301129, 0.0681, 34.96201300621033)
(1, 71.042510655492876, 0.0613, 69.90230703353882)
(2, 68.96009160272132, 0.0556, 104.99489092826843)
(3, 67.974524400378002, 0.0521, 140.3296139240265)
(4, 67.323407561996447, 0.0484, 175.56922101974487)
(5, 66.937415119805664, 0.0488, 210.89532494544983)
(6, 66.600122425704697, 0.0446, 246.0573239326477)
(7, 66.370803254146281, 0.0442, 281.22318410873413)
(8, 66.164615292550266, 0.0415, 316.3264501094818)
(9, 65.986209010348645, 0.0421, 351.10527896881104)
(10, 65.872243888429253, 0.0393, 386.29836797714233)
(11, 65.780965381527594, 0.0415, 421.5517840385437)
(12, 65.636019959254767, 0.0397, 456.69805097579956)
(13, 65.567475154579412, 0.0388, 491.7945580482483)
(14, 65.465743949357162, 0.0357, 526.9606671333313)
(15, 65.370112346449247, 0.0378, 562.2389690876007)
(16, 65.328470213302154, 0.0368, 597.5130951404572)
(17, 65.263193224864807, 0.0376, 632.678542137146)
(18, 65.237061468020514, 0.0373, 667.8979229927063)
(19, 65.169311727832493, 0.0391, 702.9573259353638)
done.
